,Alto35,Bass35,HarmonicRhythm7,LocalKey38,PitchClassSet121,RomanNumeral31,Soprano35,Tenor35,TonicizedKey38,offset,measure
0,C,A,0,F,"(0, 5, 9)",I,F,C,F,0.0,0.0
1,C,A,1,F,"(0, 5, 9)",I,F,C,F,0.125,0.0
2,C,A,2,F,"(0, 5, 9)",I,F,C,F,0.25,0.0
3,C,A,2,F,"(0, 5, 9)",I,F,C,F,0.375,0.0
4,C,A,3,F,"(0, 5, 9)",I,F,C,F,0.5,0.0
5,C,A,3,F,"(0, 5, 9)",I,F,C,F,0.625,0.0
6,C,A,3,F,"(0, 5, 9)",I,F,C,F,0.75,0.0
7,C,A,3,F,"(0, 5, 9)",I,F,C,F,0.875,0.0
8,C,F,0,F,"(0, 5, 9)",I,F,A,F,1.0,1.0
9,C,F,1,F,"(0, 5, 9)",I,F,A,F,1.125,1.0
10,C,F,2,F,"(0, 5, 9)",I,F,A,F,1.25,1.0
11,C,F,2,F,"(0, 5, 9)",I,F,A,F,1.375,1.0
12,C,F,3,F,"(0, 5, 9)",I,F,A,F,1.5,1.0
13,C,F,3,F,"(0, 5, 9)",I,F,A,F,1.625,1.0
14,C,F,3,F,"(0, 5, 9)",I,F,A,F,1.75,1.0
15,C,F,3,F,"(0, 5, 9)",I,F,A,F,1.875,1.0
16,C,F,4,F,"(0, 5, 9)",I,F,A,F,2.0,1.0
17,C,F,4,F,"(0, 5, 9)",I,F,A,F,2.125,1.0
18,C,F,4,F,"(0, 5, 9)",I,F,A,F,2.25,1.0
19,C,F,4,F,"(0, 5, 9)",I,F,A,F,2.375,1.0
20,C,F,4,F,"(0, 5, 9)",I,F,A,F,2.5,1.0
21,C,F,4,F,"(0, 5, 9)",I,F,A,F,2.625,1.0
22,C,F,4,F,"(0, 5, 9)",I,F,A,F,2.75,1.0
23,C,F,4,F,"(0, 5, 9)",I,F,A,F,2.875,1.0
24,G,C,0,F,"(0, 4, 7, 10)",I,B-,E,F,3.0,2.0
25,G,C,1,F,"(0, 4, 7, 10)",I,B-,E,F,3.125,2.0
26,G,C,2,F,"(0, 4, 7, 10)",I,B-,E,F,3.25,2.0
27,G,C,2,F,"(0, 4, 7, 10)",I,B-,E,F,3.375,2.0
28,G,C,3,F,"(0, 4, 7, 10)",I,B-,E,F,3.5,2.0
29,G,C,3,F,"(0, 4, 7, 10)",I,B-,E,F,3.625,2.0
30,G,C,3,F,"(0, 4, 7, 10)",I,B-,E,F,3.75,2.0
31,G,C,3,F,"(0, 4, 7, 10)",I,B-,E,F,3.875,2.0
32,C,C,4,F,"(0, 5, 9)",I,F,A,F,4.0,2.0
33,C,F,4,F,"(0, 5, 9)",I,F,A,F,4.125,2.0
34,C,F,4,F,"(0, 5, 9)",I,F,A,F,4.25,2.0
35,C,F,4,F,"(0, 5, 9)",I,F,A,F,4.375,2.0
36,C,F,4,F,"(0, 5, 9)",I,F,A,F,4.5,2.0
37,C,F,4,F,"(0, 5, 9)",I,F,A,F,4.625,2.0
38,C,F,4,F,"(0, 5, 9)",I,F,A,F,4.75,2.0
39,C,F,4,F,"(0, 5, 9)",I,F,A,F,4.875,2.0
40,G,C,0,F,"(0, 4, 7)",V,C,E,F,5.0,3.0
41,G,C,1,F,"(0, 4, 7)",V,C,E,F,5.125,3.0
42,G,C,2,F,"(0, 4, 7)",V,C,E,F,5.25,3.0
43,G,C,2,F,"(0, 4, 7)",V,C,E,F,5.375,3.0
44,G,C,3,F,"(0, 4, 7)",V,C,E,F,5.5,3.0
45,G,C,3,F,"(0, 4, 7)",V,C,E,F,5.625,3.0
46,G,C,3,F,"(0, 4, 7)",V,C,E,F,5.75,3.0
47,G,C,3,F,"(0, 4, 7)",V,C,E,F,5.875,3.0
48,G,C,4,F,"(0, 4, 7)",V,C,E,F,6.0,3.0
49,G,C,4,F,"(0, 4, 7)",V,C,E,F,6.125,3.0
50,G,C,4,F,"(0, 4, 7)",V,C,E,F,6.25,3.0
51,G,C,4,F,"(0, 4, 7)",V,C,E,F,6.375,3.0
52,G,C,4,F,"(0, 4, 7)",V,C,E,F,6.5,3.0
53,G,C,4,F,"(0, 4, 7)",V,C,E,F,6.625,3.0
54,G,C,4,F,"(0, 4, 7)",V,C,E,F,6.75,3.0
55,G,C,4,F,"(0, 4, 7)",V,C,E,F,6.875,3.0
56,G,C,0,F,"(0, 4, 7)",V,C,E,F,7.0,4.0
57,G,C,1,F,"(0, 4, 7)",V,C,E,F,7.125,4.0
58,G,C,2,F,"(0, 4, 7)",V,C,E,F,7.25,4.0
59,G,C,2,F,"(0, 4, 7)",V,C,E,F,7.375,4.0
60,G,C,3,F,"(0, 4, 7)",V,C,E,F,7.5,4.0
61,G,C,3,F,"(0, 4, 7)",V,C,E,F,7.625,4.0
62,G,C,3,F,"(0, 4, 7)",V,C,E,F,7.75,4.0
63,G,C,3,F,"(0, 4, 7)",V,C,E,F,7.875,4.0
64,G,C,4,F,"(0, 4, 7)",V,C,E,F,8.0,4.0
65,G,C,4,F,"(0, 5, 9)",V,C,E,F,8.125,4.0
66,G,C,4,F,"(0, 5, 9)",V,C,E,F,8.25,4.0
67,G,C,4,F,"(0, 5, 9)",V,C,E,F,8.375,4.0
68,G,C,4,F,"(0, 5, 9)",V,C,E,F,8.5,4.0
69,G,C,4,F,"(0, 5, 9)",V,C,E,F,8.625,4.0
70,G,C,4,F,"(0, 5, 9)",V,C,E,F,8.75,4.0
71,G,C,4,F,"(0, 5, 9)",V,C,E,F,8.875,4.0
72,C,F,0,F,"(0, 5, 9)",I,F,A,F,9.0,5.0
73,C,F,1,F,"(0, 5, 9)",I,F,A,F,9.125,5.0
74,C,F,2,F,"(0, 5, 9)",I,F,A,F,9.25,5.0
75,C,F,2,F,"(0, 5, 9)",I,F,A,F,9.375,5.0
76,C,F,3,F,"(0, 5, 9)",I,F,A,F,9.5,5.0
77,C,F,3,F,"(0, 5, 9)",I,F,A,F,9.625,5.0
78,C,F,3,F,"(0, 5, 9)",I,F,A,F,9.75,5.0
79,C,F,3,F,"(0, 5, 9)",I,F,A,F,9.875,5.0
80,C,F,4,F,"(0, 5, 9)",I,F,A,F,10.0,5.0
81,C,F,4,F,"(0, 5, 9)",I,F,A,F,10.125,5.0
82,C,F,4,F,"(0, 5, 9)",I,F,A,F,10.25,5.0
83,C,F,4,F,"(0, 5, 9)",I,F,A,F,10.375,5.0
84,C,F,4,F,"(0, 5, 9)",I,F,A,F,10.5,5.0
85,C,F,4,F,"(0, 5, 9)",I,F,A,F,10.625,5.0
86,C,F,4,F,"(0, 5, 9)",I,F,A,F,10.75,5.0
87,C,F,4,F,"(0, 5, 9)",I,F,A,F,10.875,5.0
88,G,C,0,F,"(0, 4, 7, 10)",I,B-,E,F,11.0,6.0
89,G,C,1,F,"(0, 4, 7, 10)",I,B-,E,F,11.125,6.0
90,G,C,2,F,"(0, 4, 7, 10)",I,B-,E,F,11.25,6.0
91,G,C,2,F,"(0, 4, 7, 10)",I,B-,E,F,11.375,6.0
92,G,C,3,F,"(0, 4, 7, 10)",I,B-,E,F,11.5,6.0
93,G,C,3,F,"(0, 4, 7, 10)",I,B-,E,F,11.625,6.0
94,G,C,3,F,"(0, 4, 7, 10)",I,B-,E,F,11.75,6.0
95,G,C,3,F,"(0, 4, 7, 10)",I,B-,E,F,11.875,6.0
96,C,F,4,F,"(0, 5, 9)",I,F,A,F,12.0,6.0
97,C,F,4,F,"(0, 5, 9)",I,F,A,F,12.125,6.0
98,C,F,4,F,"(0, 5, 9)",I,F,A,F,12.25,6.0
99,C,F,4,F,"(0, 5, 9)",I,F,A,F,12.375,6.0
100,C,F,4,F,"(0, 5, 9)",I,F,A,F,12.5,6.0
101,C,F,4,F,"(0, 5, 9)",I,F,A,F,12.625,6.0
102,C,F,4,F,"(0, 5, 9)",I,F,A,F,12.75,6.0
103,C,F,4,F,"(0, 5, 9)",I,F,A,F,12.875,6.0
104,G,B-,0,F,"(2, 7, 10)",ii,G,D,F,13.0,7.0
105,G,B-,1,F,"(2, 7, 10)",ii,G,D,F,13.125,7.0
106,G,B-,2,F,"(2, 7, 10)",ii,G,D,F,13.25,7.0
107,G,B-,2,F,"(2, 7, 10)",ii,G,D,F,13.375,7.0
